0 - 4;4882;4573
5 - 9;5664;5286
10 - 14;5373;5124
15 - 19;5545;5255
20 - 24;4775;4558
25 - 29;4608;4451
30 - 34;5043;4634
35 - 39;6061;5685
40 - 44;5357;4711
45 - 49;4519;3925
50 - 54;3357;3072
55 - 59;2699;2694
60 - 64;2123;2176
65 - 69;1528;1616
70 - 74;873;929
75+;938;1271
